filename,request time,response time,RTT,image width,image height
image/1.png,20:37:11.579146,20:38:00.114743,48535.597,3000,3000
image/2.png,20:38:05.812019,20:38:56.206622,50394.602999999996,3000,3000
image/3.png,20:39:01.503270,20:39:51.782560,50279.29,3000,3000
image/4.png,20:39:58.049761,20:40:51.331668,53281.907,3000,3000
image/5.png,20:40:54.041856,20:41:43.402702,49360.846000000005,3000,3000
,,average RTT,50370.4486,,
