filename,request time,response time,RTT,image width,image height
image/1.png,20:23:33.656286,20:24:14.310189,40653.903,500,500
image/2.png,20:24:14.792383,20:24:55.547324,40754.941,500,500
image/3.png,20:24:56.074163,20:25:37.027643,40953.479999999996,500,500
image/4.png,20:25:37.638966,20:26:18.646270,41007.304,500,500
image/5.png,20:26:19.079508,20:26:59.382292,40302.784,500,500
,,average RTT,40734.4824,,
