filename,request time,response time,RTT,image width,image height
image/1.png,20:27:09.463913,20:27:51.779701,42315.788,1000,1000
image/2.png,20:27:52.418149,20:28:34.355584,41937.435,1000,1000
image/3.png,20:28:35.860553,20:29:17.785827,41925.274000000005,1000,1000
image/4.png,20:29:18.487823,20:30:01.026938,42539.115000000005,1000,1000
image/5.png,20:30:01.891003,20:30:43.829376,41938.373,1000,1000
,,average RTT,42131.197,,
