filename,request time,response time,RTT,image width,image height
image/1.png,20:19:54.973539,20:20:35.833869,40860.329999999994,200,200
image/2.png,20:20:36.189941,20:21:17.422570,41232.629,200,200
image/3.png,20:21:17.734568,20:21:58.403410,40668.842,200,200
image/4.png,20:21:58.768440,20:22:39.660590,40892.15,200,200
image/5.png,20:22:39.965201,20:23:19.583453,39618.252,200,200
,,average RTT,40654.4406,,
