filename,request time,response time,RTT,image width,image height
image/1.png,20:44:49.720260,20:45:42.956930,53236.67,4000,4000
image/2.png,20:45:53.948225,20:46:52.064669,58116.444,4000,4000
image/3.png,20:47:06.728348,20:48:05.166802,58438.454,4000,4000
image/5.png,20:49:28.039990,20:50:28.376119,60336.129,4000,4000
,,average RTT,57531.92425,,
